Nr.;"Vaiko identifikacinis Nr.";"Vaiko gimimo data";"Prašymo pateikimo data";"Vaiko priėmimo į grupę data";"Priskirtas į įstaigą";"Registruotas mieste";"Atitinka priskirta teritorija";"Vaiko seniūnija";"Sutartis pasirašyta";"Grupės pavadinimas";"Grupės ugdomoji kalba";"Grupės ugdymo metodika";"Grupės tipas";"Grupės amžiaus intervalas";"Darželio pavadinimas";"Darželio seniūnija";"Iš eilės/be eilės";"Laukia eilėje, laukia pakeisti darželį"
2173;5614413092;;;2019-09-18;2019-04-23;Taip;Taip;Naujamiesčio;Taip;SMALSUČIAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2174;9707576704;;;2019-09-23;2019-04-23;Taip;Ne;Senamiesčio;Taip;NYKŠTUKAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Taip
2175;7639360777;;;2019-09-23;2019-04-23;Taip;Taip;Naujamiesčio;Taip;ZUIKUČIAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2176;8107900397;;;2019-08-27;2019-04-23;Taip;Taip;Naujamiesčio;Taip;NYKŠTUKAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2177;5536448847;;;2019-09-04;2019-04-23;Taip;Taip;Naujamiesčio;Taip;ZUIKUČIAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2178;5640493477;;;2019-09-09;2019-04-23;Taip;Taip;Naujamiesčio;Taip;ZUIKUČIAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2179;5666172450;;;2019-09-16;2019-04-24;Taip;Taip;Naujamiesčio;Taip;SMALSUČIAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2180;2971775004;;;2019-09-06;2019-04-24;Taip;Taip;Naujamiesčio;Taip;SMALSUČIAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2181;9583532096;;;2019-12-02;2019-04-24;Taip;Taip;Naujamiesčio;Taip;ZUIKUČIAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2182;2968317659;;;2019-11-04;2019-04-25;Taip;Taip;Naujamiesčio;Taip;ŽVIRBLIUKAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2183;8482376948;;;2019-09-06;2019-04-25;Taip;Taip;Naujamiesčio;Taip;ZUIKUČIAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2184;7208165641;;;2020-01-15;2020-01-08;Taip;Taip;Šeškinės;Taip;NYKŠTUKAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2185;1471647820;;;2019-09-12;2019-06-12;Taip;Taip;Naujamiesčio;Taip;ZUIKUČIAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2186;8704592094;;;2019-10-01;2019-07-09;Taip;Taip;Naujamiesčio;Taip;SMALSUČIAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2187;3598394850;;;2019-09-01;2019-06-26;Taip;Taip;Naujamiesčio;Taip;ZUIKUČIAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2188;2402314926;;;2020-03-02;2020-02-13;Taip;Taip;Naujamiesčio;Taip;ŽVIRBLIUKAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2189;5069485960;;;2020-09-01;2020-04-17;Taip;Taip;Naujamiesčio;Taip;SMALSUČIAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2190;4004100152;;;2020-09-01;2020-04-17;Taip;Taip;Naujamiesčio;Taip;SMALSUČIAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2191;4037792256;;;2020-09-01;2020-04-22;Taip;Taip;Naujamiesčio;Taip;ŽVIRBLIUKAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2192;2915674046;;;2020-09-01;2020-04-22;Taip;Taip;Naujamiesčio;Taip;SMALSUČIAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2193;1967091502;;;2020-08-03;2020-04-22;Taip;Taip;Naujamiesčio;Taip;NYKŠTUKAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2194;6908632070;;;2020-09-01;2020-04-22;Taip;Taip;Naujamiesčio;Taip;NYKŠTUKAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2195;7075229495;;;2019-09-01;2020-04-22;Taip;Taip;Naujamiesčio;Taip;SMALSUČIAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2196;4872087979;;;2020-09-01;2020-04-23;Taip;Taip;Naujamiesčio;Taip;NYKŠTUKAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2197;1861447512;;;2020-09-01;2020-04-23;Taip;Taip;Naujamiesčio;Taip;NYKŠTUKAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2198;4213064125;;;2019-09-01;2020-04-23;Taip;Taip;Naujamiesčio;Taip;NYKŠTUKAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2199;6865492551;;;2020-09-01;2020-04-23;Taip;Taip;Naujamiesčio;Taip;SMALSUČIAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2200;8111605690;;;2020-09-01;2020-04-23;Taip;Taip;Naujamiesčio;Taip;NYKŠTUKAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2201;1295038794;;;2020-09-01;2020-04-23;Taip;Taip;Naujamiesčio;Taip;SMALSUČIAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2202;4892598095;;;2020-09-01;2020-04-23;Taip;Taip;Naujamiesčio;Taip;ŽVIRBLIUKAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2203;3634034142;;;2020-09-01;2020-04-23;Taip;Taip;Naujamiesčio;Taip;NYKŠTUKAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2204;8567510441;;;2020-09-01;2020-04-23;Taip;Taip;Naujamiesčio;Taip;ŽVIRBLIUKAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2205;2560933928;;;2020-09-01;2020-04-23;Taip;Taip;Naujamiesčio;Taip;SMALSUČIAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2206;3902187756;;;2020-09-01;2020-04-23;Taip;Taip;Naujamiesčio;Taip;ZUIKUČIAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2207;7485460121;;;2020-09-01;2020-04-23;Taip;Taip;Naujamiesčio;Taip;ZUIKUČIAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2208;4665906591;;;2020-09-01;2020-04-23;Taip;Taip;Naujamiesčio;Taip;ZUIKUČIAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2209;1608905761;;;2020-09-01;2020-04-24;Taip;Taip;Naujamiesčio;Taip;ŽVIRBLIUKAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2210;3727413750;;;2020-09-01;2020-04-24;Taip;Taip;Naujamiesčio;Taip;ŽVIRBLIUKAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2211;1198007790;;;2020-09-01;2020-04-24;Taip;Taip;Antakalnio;Taip;NYKŠTUKAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2212;8119281853;;;2020-09-01;2020-04-24;Taip;Taip;Naujamiesčio;Taip;SMALSUČIAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2213;8611345228;;;2020-09-01;2020-04-24;Taip;Taip;Naujamiesčio;Taip;ŽVIRBLIUKAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2214;3835070633;;;2020-09-01;2020-04-24;Taip;Taip;Naujamiesčio;Taip;ZUIKUČIAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2215;6664256434;;;2020-09-01;2020-04-30;Taip;Taip;Naujamiesčio;Taip;ŽVIRBLIUKAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2216;8099120371;;;2020-09-01;2020-04-30;Taip;Taip;Naujamiesčio;Taip;BITUTĖS;;;"Nuo 5 iki 7 metų";2009-2010;Drevinukas;Naujamiesčio;"be eilės";Ne
2217;2178404873;;;2020-09-01;2020-05-18;Taip;Taip;Pašilaičių;Taip;ZUIKUČIAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2218;2634383394;;;2020-09-01;2020-04-23;Taip;Ne;Pilaitės;Taip;SMALSUČIAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2219;5344547065;;;2020-09-01;2020-06-11;Taip;Taip;Naujamiesčio;Taip;ŽVIRBLIUKAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2220;2233295860;;;2020-09-01;2020-07-14;Ne;Ne;-;Taip;NYKŠTUKAI;;;"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Taip
2221;8492340053;;;2020-12-01;2020-09-16;Taip;Taip;Naujamiesčio;Taip;ŽVIRBLIUKAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2222;7835239636;;;2020-09-01;2020-09-16;Taip;Taip;Naujamiesčio;Taip;ŽVIRBLIUKAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2223;4472531132;;;2020-05-01;2020-10-02;Taip;Taip;Vilkpėdės;Taip;ŽVIRBLIUKAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2224;9281302503;;;2020-09-01;2020-11-23;Taip;Taip;Naujamiesčio;Taip;ŽVIRBLIUKAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2225;1094576567;;;2021-03-01;2021-01-26;Taip;Taip;Šeškinės;Taip;SMALSUČIAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2226;9241479253;;;2021-09-01;2021-04-30;Taip;Taip;Naujamiesčio;Taip;"NAUJOKAI_3-4 M_21/22";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2227;3698133168;;;2021-04-12;2021-04-30;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2228;2004326477;;;2021-09-01;2021-04-30;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2229;1547916361;;;2021-09-01;2021-04-30;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2230;7331038079;;;2021-09-01;2021-04-30;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2231;3132805702;;;2021-09-01;2021-04-30;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2232;3760111110;;;2021-09-01;2021-05-01;Taip;Taip;Naujamiesčio;Taip;"NAUJOKAI_3-4 M_21/22";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2233;2440439937;;;2021-09-01;2021-05-01;Taip;Taip;Naujamiesčio;Taip;"NAUJOKAI_3-4 M_21/22";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2234;5146888826;;;2021-09-01;2021-05-01;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2235;6023699813;;;2021-09-01;2021-05-01;Taip;Taip;Naujamiesčio;Taip;"NAUJOKAI_3-4 M_21/22";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2236;4062465498;;;2021-05-17;2021-05-01;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2237;1233094998;;;2021-09-01;2021-05-02;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2238;4354061673;;;2021-09-01;2021-05-02;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2239;4125516881;;;2021-09-01;2021-05-02;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2240;8739762896;;;2021-04-30;2021-05-02;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2241;4284919470;;;2021-09-01;2021-05-02;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2242;6630416508;;;2021-09-01;2021-05-02;Taip;Taip;Naujamiesčio;Taip;NAUJOKAI_PRIEŠMOK_21/22;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 6 iki 7 metų";2009-2009;Drevinukas;Naujamiesčio;"be eilės";Ne
2243;2743802579;;;2021-09-01;2021-05-02;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2244;3870104216;;;2021-09-01;2021-05-02;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2245;2852037055;;;2021-09-01;2021-05-02;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2246;5828953086;;;2021-09-01;2019-04-30;Taip;Taip;Naujamiesčio;Taip;NAUJOKAI_PRIEŠMOK_21/22;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 6 iki 7 metų";2009-2009;Drevinukas;Naujamiesčio;"be eilės";Ne
2247;9414894072;;;2021-09-01;2021-05-04;Taip;Ne;Verkių;Taip;"NAUJOKAI_3-4 M_21/22";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2248;3072841295;;;2021-09-01;2019-09-04;Taip;Taip;Naujamiesčio;Taip;NAUJOKAI_PRIEŠMOK_21/22;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 6 iki 7 metų";2009-2009;Drevinukas;Naujamiesčio;"be eilės";Ne
2249;9908792038;;;2021-09-01;2021-05-05;Taip;Taip;Naujamiesčio;Taip;"NAUJOKAI_3-4 M_21/22";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 3 iki 4 metų";2012-2012.5;Drevinukas;Naujamiesčio;"be eilės";Ne
2250;1438027109;;;2021-09-01;2021-05-05;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Taip
2251;7566389638;;;2021-09-01;2021-05-05;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2252;7551156419;;;2021-09-01;2021-05-05;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2253;9179216093;;;2021-09-01;2017-05-24;Taip;Taip;Vilkpėdės;Taip;NAUJOKAI_PRIEŠMOK_21/22;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 6 iki 7 metų";2009-2009;Drevinukas;Naujamiesčio;"be eilės";Ne
2254;7121970812;;;2021-09-01;2021-05-14;Taip;Taip;Naujamiesčio;Taip;ŽVIRBLIUKAI;;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2255;3783160018;;;2021-09-01;2017-05-18;Taip;Taip;Naujamiesčio;Taip;NAUJOKAI_PRIEŠMOK_21/22;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 6 iki 7 metų";2009-2009;Drevinukas;Naujamiesčio;"be eilės";Ne
2256;9733340537;;;2021-09-01;2021-06-08;Taip;Taip;Naujamiesčio;Taip;"NAUJAS LOPŠELIS_21/22";;;"Nuo 2 iki 3 metų";2012-2013;Drevinukas;Naujamiesčio;"be eilės";Ne
2257;3603051567;;;2017-12-04;2017-10-27;Taip;Taip;Šnipiškių;Taip;KIŠKUČIAI;;;"Nuo 4 iki 6 metų";2010-2011;Drugelis;Šnipiškių;"be eilės";Ne
2258;7390061272;;;2016-09-01;2016-06-01;Taip;Taip;Naujamiesčio;Taip;MUMINUKŲ;;;"Nuo 6 iki 7 metų";2009-2009;Drugelis;Šnipiškių;"be eilės";Ne
2259;3311620018;;;2017-01-02;2016-11-23;Taip;Taip;Šnipiškių;Taip;MUMINUKŲ;;;"Nuo 6 iki 7 metų";2009-2009;Drugelis;Šnipiškių;"be eilės";Ne
2260;8812550811;;;2016-09-01;2016-06-01;Taip;Taip;Šnipiškių;Taip;MUMINUKŲ;;;"Nuo 6 iki 7 metų";2009-2009;Drugelis;Šnipiškių;"be eilės";Ne
2261;5661335344;;;2016-09-01;2016-06-01;Taip;Taip;"Naujosios Vilnios";Taip;MUMINUKŲ;;;"Nuo 6 iki 7 metų";2009-2009;Drugelis;Šnipiškių;"be eilės";Ne
2262;6038184222;;;2016-08-08;2015-08-18;Taip;Ne;Fabijoniškių;Taip;MUMINUKŲ;;;"Nuo 6 iki 7 metų";2009-2009;Drugelis;Šnipiškių;"be eilės";Ne
2263;9851124145;;;2017-03-06;2017-02-01;Taip;Taip;Šnipiškių;Taip;MUMINUKŲ;;;"Nuo 6 iki 7 metų";2009-2009;Drugelis;Šnipiškių;"be eilės";Ne
2264;1816845006;;;2016-05-28;2015-08-18;Taip;Taip;Šnipiškių;Taip;MUMINUKŲ;;;"Nuo 6 iki 7 metų";2009-2009;Drugelis;Šnipiškių;"be eilės";Ne
2265;9029137302;;;2016-09-01;2016-05-31;Taip;Taip;Šnipiškių;Taip;MUMINUKŲ;;;"Nuo 6 iki 7 metų";2009-2009;Drugelis;Šnipiškių;"be eilės";Ne
2266;8500348389;;;2016-09-01;2016-05-28;Taip;Taip;Šnipiškių;Taip;MUMINUKŲ;;;"Nuo 6 iki 7 metų";2009-2009;Drugelis;Šnipiškių;"be eilės";Ne
2267;1858504360;;;2016-09-01;2016-07-14;Taip;Taip;Šnipiškių;Taip;MUMINUKŲ;;;"Nuo 6 iki 7 metų";2009-2009;Drugelis;Šnipiškių;"be eilės";Ne
2268;8366330478;;;2016-09-01;2016-05-31;Taip;Taip;Šnipiškių;Taip;MUMINUKŲ;;;"Nuo 6 iki 7 metų";2009-2009;Drugelis;Šnipiškių;"be eilės";Ne
2269;8107970910;;;2016-09-01;2016-06-01;Taip;Taip;Šnipiškių;Taip;MUMINUKŲ;;;"Nuo 6 iki 7 metų";2009-2009;Drugelis;Šnipiškių;"be eilės";Ne
2270;8282807535;;;2016-09-01;2016-08-26;Taip;Ne;Verkių;Taip;MUMINUKŲ;;;"Nuo 6 iki 7 metų";2009-2009;Drugelis;Šnipiškių;"be eilės";Ne
2271;4628926113;;;2017-09-01;2017-07-07;Taip;Taip;Šnipiškių;Taip;KIŠKUČIAI;;;"Nuo 4 iki 6 metų";2010-2011;Drugelis;Šnipiškių;"be eilės";Ne
2272;7307032077;;;2017-09-01;2017-05-29;Taip;Taip;"Naujosios Vilnios";Taip;KIŠKUČIAI;;;"Nuo 4 iki 6 metų";2010-2011;Drugelis;Šnipiškių;"be eilės";Ne
2273;4871624566;;;2017-09-01;2017-05-30;Taip;Taip;Šnipiškių;Taip;KIŠKUČIAI;;;"Nuo 4 iki 6 metų";2010-2011;Drugelis;Šnipiškių;"be eilės";Ne
2274;1213610973;;;2017-09-01;2017-05-31;Taip;Ne;Verkių;Taip;KIŠKUČIAI;;;"Nuo 4 iki 6 metų";2010-2011;Drugelis;Šnipiškių;"be eilės";Taip
2275;9211760307;;;2017-09-01;2017-05-30;Ne;Ne;-;Taip;KIŠKUČIAI;;;"Nuo 4 iki 6 metų";2010-2011;Drugelis;Šnipiškių;"be eilės";Ne
2276;8819853863;;;2017-09-01;2017-05-30;Taip;Taip;Šnipiškių;Taip;KIŠKUČIAI;;;"Nuo 4 iki 6 metų";2010-2011;Drugelis;Šnipiškių;"be eilės";Ne
2277;5950704328;;;2017-09-01;2017-05-30;Taip;Taip;Šnipiškių;Taip;KIŠKUČIAI;;;"Nuo 4 iki 6 metų";2010-2011;Drugelis;Šnipiškių;"be eilės";Ne
2278;9900296726;;;2017-11-06;2017-08-16;Taip;Taip;Naujamiesčio;Taip;KIŠKUČIAI;;;"Nuo 4 iki 6 metų";2010-2011;Drugelis;Šnipiškių;"be eilės";Ne
2279;2256221485;;;2016-09-01;2016-06-01;Taip;Ne;Žirmūnų;Taip;MUMINUKŲ;;;"Nuo 6 iki 7 metų";2009-2009;Drugelis;Šnipiškių;"be eilės";Ne
2280;4898099506;;;2017-09-01;2017-05-18;Taip;Taip;Šnipiškių;Taip;KIŠKUČIAI;;;"Nuo 4 iki 6 metų";2010-2011;Drugelis;Šnipiškių;"be eilės";Ne
2281;6997707085;;;2018-01-30;2017-11-24;Taip;Ne;Verkių;Taip;KIŠKUČIAI;;;"Nuo 4 iki 6 metų";2010-2011;Drugelis;Šnipiškių;"be eilės";Ne
2282;1375535260;;;2018-01-22;2017-12-20;Taip;Taip;Šnipiškių;Taip;KIŠKUČIAI;;;"Nuo 4 iki 6 metų";2010-2011;Drugelis;Šnipiškių;"be eilės";Ne
2283;5857726963;;;2018-09-10;2018-04-24;Ne;Ne;-;Taip;KIŠKUČIAI;;;"Nuo 4 iki 6 metų";2010-2011;Drugelis;Šnipiškių;"be eilės";Ne
2284;5121351234;;;2018-09-03;2018-04-19;Ne;Ne;-;Taip;SMALSUČIŲ;;;"Nuo 5 iki 6 metų";2010-2010;Drugelis;Šnipiškių;"be eilės";Ne
2285;6626437352;;;2018-09-03;2018-06-08;Taip;Taip;Žvėryno;Taip;SMALSUČIŲ;;;"Nuo 5 iki 6 metų";2010-2010;Drugelis;Šnipiškių;"be eilės";Ne
2286;5000965458;;;2018-09-03;2018-04-24;Taip;Ne;Žirmūnų;Taip;SMALSUČIŲ;;;"Nuo 5 iki 6 metų";2010-2010;Drugelis;Šnipiškių;"be eilės";Ne
2287;9683350741;;;2018-09-03;2018-04-22;Taip;Ne;Žirmūnų;Taip;SMALSUČIŲ;;;"Nuo 5 iki 6 metų";2010-2010;Drugelis;Šnipiškių;"be eilės";Ne
2288;1617833459;;;2018-09-03;2018-04-20;Taip;Taip;Šnipiškių;Taip;SMALSUČIŲ;;;"Nuo 5 iki 6 metų";2010-2010;Drugelis;Šnipiškių;"be eilės";Ne
2289;4058293462;;;2017-09-01;2017-05-30;Taip;Ne;Pilaitės;Taip;SMALSUČIŲ;;;"Nuo 5 iki 6 metų";2010-2010;Drugelis;Šnipiškių;"be eilės";Ne
2290;6533325098;;;2017-09-01;2017-05-30;Taip;Taip;Šnipiškių;Taip;SMALSUČIŲ;;;"Nuo 5 iki 6 metų";2010-2010;Drugelis;Šnipiškių;"be eilės";Ne
2291;4805858183;;;2017-09-01;2017-05-24;Taip;Ne;Verkių;Taip;SMALSUČIŲ;;;"Nuo 5 iki 6 metų";2010-2010;Drugelis;Šnipiškių;"be eilės";Ne
2292;9650052415;;;2017-08-28;2017-08-16;Taip;Taip;Šnipiškių;"Sutartis nepasirašyta";SMALSUČIŲ;;;"Nuo 5 iki 6 metų";2010-2010;Drugelis;Šnipiškių;"be eilės";Ne
2293;5533529267;;;2017-09-01;2017-05-30;Taip;Taip;Šnipiškių;Taip;SMALSUČIŲ;;;"Nuo 5 iki 6 metų";2010-2010;Drugelis;Šnipiškių;"be eilės";Ne
2294;3733097479;;;2017-09-01;2017-05-29;Taip;Taip;Šnipiškių;Taip;SMALSUČIŲ;;;"Nuo 5 iki 6 metų";2010-2010;Drugelis;Šnipiškių;"be eilės";Ne
2295;9066572677;;;2017-09-01;2017-05-25;Taip;Ne;Verkių;Taip;SMALSUČIŲ;;;"Nuo 5 iki 6 metų";2010-2010;Drugelis;Šnipiškių;"be eilės";Ne
2296;2196445523;;;2017-02-01;2017-02-01;Taip;Ne;Žirmūnų;Taip;SMALSUČIŲ;;;"Nuo 5 iki 6 metų";2010-2010;Drugelis;Šnipiškių;"be eilės";Ne
2297;3645668411;;;2017-02-01;2017-02-01;Taip;Ne;Žirmūnų;Taip;SMALSUČIŲ;;;"Nuo 5 iki 6 metų";2010-2010;Drugelis;Šnipiškių;"be eilės";Ne
